Key,Username,Version,List,Human,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
FAUCET,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
HAIR DRYER,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
LOOFAH,A1ZBCPFZH8,F,2,1,1,1,1,1,1,1
LOTION,A1ZBCPFZH8,F,2,1,1,1,1,1,1,1
MAT,A1ZBCPFZH8,F,2,1,1,1,1,1,1,1
MEDICINE,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
MOUTHWASH,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
PLUNGER,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
SCALE,A1ZBCPFZH8,F,2,1,1,1,1,1,1,1
SHAMPOO,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
SHAVER,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
SOAP,A1ZBCPFZH8,F,2,1,1,1,1,1,1,1
TILE,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
TWEEZERS,A1ZBCPFZH8,F,2,0,0,0,0,0,0,0
VANITY,A1ZBCPFZH8,F,2,1,1,1,1,1,1,1
ALARM,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
BARS,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
BUNKBED,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
CAFETERIA,A1ZBCPFZH8,F,3,0,0,0,0,1,1,1
CELL,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
CHAIN,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
CHAINLINK,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
CIGARETTE,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
DETECTIVE,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
FIGHTS,A1ZBCPFZH8,F,3,1,0,1,1,1,1,1
FINGERPRINTS,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
GUARD,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
INMATE,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
NEEDLE,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
OFFICER,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
PISTOL,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
SHACKLE,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
TATTOO,A1ZBCPFZH8,F,3,1,1,1,1,1,1,1
TOWER,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
WEIGHTS,A1ZBCPFZH8,F,3,0,0,0,0,0,0,0
BRUSH,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
CANDLE,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
COMB,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
CURLING IRON,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
DEODORANT,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
FAUCET,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
HAIR DRYER,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
LOOFAH,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
LOTION,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
MAT,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
MEDICINE,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
MOUTHWASH,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
PLUNGER,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
SCALE,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
SHAMPOO,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
SHAVER,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
SOAP,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
TILE,A21KAF2UPPI,F,2,0,0,0,0,0,0,0
TWEEZERS,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
VANITY,A21KAF2UPPI,F,2,1,1,1,1,1,1,1
ALARM,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
BARS,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
BUNKBED,A21KAF2UPPI,F,3,1,0,0,0,1,1,1
CAFETERIA,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
CELL,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
CHAIN,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
CHAINLINK,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
CIGARETTE,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
DETECTIVE,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
FIGHTS,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
FINGERPRINTS,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
GUARD,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
INMATE,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
NEEDLE,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
OFFICER,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
PISTOL,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
SHACKLE,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
TATTOO,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
TOWER,A21KAF2UPPI,F,3,1,1,1,1,1,1,1
WEIGHTS,A21KAF2UPPI,F,3,0,0,0,0,0,0,0
BICYCLE,A21KLDYY9RZ2P,E,2,1,1,1,1,1,1,1
BOTTLE,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
DREIDEL,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
GEAR,A21KLDYY9RZ2P,E,2,1,1,1,1,1,1,1
GYROSCOPE,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
HURRICANE,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
ORB,A21KLDYY9RZ2P,E,2,1,1,1,1,1,1,1
PINWHEEL,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
PROPELLER,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
RECORD,A21KLDYY9RZ2P,E,2,1,1,1,1,1,1,1
ROTISSERIE,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
ROULETTE,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
SATELLITE,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
SPHERE,A21KLDYY9RZ2P,E,2,1,1,1,1,1,1,1
SPIRAL,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
SPOOL,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
TOP,A21KLDYY9RZ2P,E,2,1,1,1,1,1,1,1
TORNADO,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
WINDMILL,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
YO-YO,A21KLDYY9RZ2P,E,2,0,0,0,0,0,0,0
BARN,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
BASEBALL BAT,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
BENCH,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
BOOMERANG,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
CABINET,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
CHAIR,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
CLOGS,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
DESK,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
DOCK,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
DOOR,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
GAZEBO,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
HOUSE,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
PENCIL,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
ROCKING HORSE,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
RULER,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
SHELF,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
SHIP,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
SLED,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
STAIRS,A21KLDYY9RZ2P,E,6,0,0,0,0,0,0,0
TABLE,A21KLDYY9RZ2P,E,6,1,1,1,1,1,1,1
BICYCLE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
BOTTLE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
DREIDEL,A21LYHAOO5,C,2,0,0,0,0,0,0,0
GEAR,A21LYHAOO5,C,2,0,0,0,0,0,0,0
GYROSCOPE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
HURRICANE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
ORB,A21LYHAOO5,C,2,0,0,0,0,0,0,0
PINWHEEL,A21LYHAOO5,C,2,0,0,0,0,0,0,0
PROPELLER,A21LYHAOO5,C,2,1,0,0,0,0,1,1
RECORD,A21LYHAOO5,C,2,0,0,0,0,0,0,0
ROTISSERIE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
ROULETTE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
SATELLITE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
SPHERE,A21LYHAOO5,C,2,0,0,0,0,0,0,0
SPIRAL,A21LYHAOO5,C,2,0,0,0,0,0,0,0
SPOOL,A21LYHAOO5,C,2,0,0,0,0,0,0,0
TOP,A21LYHAOO5,C,2,0,0,0,0,0,0,0
TORNADO,A21LYHAOO5,C,2,0,0,0,0,0,0,0
WINDMILL,A21LYHAOO5,C,2,0,0,0,0,0,0,0
YO-YO,A21LYHAOO5,C,2,0,0,0,0,0,0,0
BARN,A21LYHAOO5,C,6,1,1,1,1,1,1,1
BASEBALL BAT,A21LYHAOO5,C,6,0,0,0,0,0,0,0
BENCH,A21LYHAOO5,C,6,0,0,0,0,0,0,0
BOOMERANG,A21LYHAOO5,C,6,0,0,0,0,0,0,0
CABINET,A21LYHAOO5,C,6,0,0,0,0,0,0,0
CHAIR,A21LYHAOO5,C,6,1,1,1,1,1,1,1
CLOGS,A21LYHAOO5,C,6,1,1,1,1,1,1,1
DESK,A21LYHAOO5,C,6,1,1,1,1,1,1,1
DOCK,A21LYHAOO5,C,6,1,1,1,1,1,1,1
DOOR,A21LYHAOO5,C,6,1,1,1,1,1,1,1
GAZEBO,A21LYHAOO5,C,6,0,0,0,0,0,0,0
HOUSE,A21LYHAOO5,C,6,0,0,0,0,0,0,0
PENCIL,A21LYHAOO5,C,6,1,1,1,1,1,1,1
ROCKING HORSE,A21LYHAOO5,C,6,0,0,0,0,0,0,0
RULER,A21LYHAOO5,C,6,0,0,0,0,0,0,0
SHELF,A21LYHAOO5,C,6,1,1,1,1,1,1,1
SHIP,A21LYHAOO5,C,6,0,0,0,0,0,0,0
SLED,A21LYHAOO5,C,6,0,0,0,0,0,0,0
STAIRS,A21LYHAOO5,C,6,1,1,1,1,1,1,1
TABLE,A21LYHAOO5,C,6,1,1,1,1,1,1,1
BICYCLE,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
BOTTLE,A23S3TBFRILU5H,E,2,0,0,0,0,0,0,0
DREIDEL,A23S3TBFRILU5H,E,2,0,0,0,0,0,0,0
GEAR,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
GYROSCOPE,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
HURRICANE,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
ORB,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
PINWHEEL,A23S3TBFRILU5H,E,2,1,0,0,0,0,0,0
PROPELLER,A23S3TBFRILU5H,E,2,0,0,0,0,0,0,0
RECORD,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
ROTISSERIE,A23S3TBFRILU5H,E,2,1,0,0,0,0,0,0
ROULETTE,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
SATELLITE,A23S3TBFRILU5H,E,2,0,0,0,0,0,0,0
SPHERE,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
SPIRAL,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
SPOOL,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
TOP,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
TORNADO,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
WINDMILL,A23S3TBFRILU5H,E,2,0,0,0,0,0,0,0
YO-YO,A23S3TBFRILU5H,E,2,1,1,1,1,1,1,1
BARN,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
BASEBALL BAT,A23S3TBFRILU5H,E,6,0,0,0,0,0,0,0
BENCH,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
BOOMERANG,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
CABINET,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
CHAIR,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
CLOGS,A23S3TBFRILU5H,E,6,0,0,0,0,0,0,0
DESK,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
DOCK,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
DOOR,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
GAZEBO,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
HOUSE,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
PENCIL,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
ROCKING HORSE,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
RULER,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
SHELF,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
SHIP,A23S3TBFRILU5H,E,6,0,0,0,0,0,0,0
SLED,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
STAIRS,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
TABLE,A23S3TBFRILU5H,E,6,1,1,1,1,1,1,1
BICYCLE,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
BOTTLE,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
DREIDEL,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
GEAR,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
GYROSCOPE,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
HURRICANE,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
ORB,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
PINWHEEL,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
PROPELLER,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
RECORD,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
ROTISSERIE,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
ROULETTE,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
SATELLITE,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
SPHERE,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
SPIRAL,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
SPOOL,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
TOP,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
TORNADO,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
WINDMILL,A248G7WMC2OS7F,A,2,1,1,1,1,1,1,1
YO-YO,A248G7WMC2OS7F,A,2,0,0,0,0,0,0,0
BARN,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
BASEBALL BAT,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
BENCH,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
BOOMERANG,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
CABINET,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
CHAIR,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
CLOGS,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
DESK,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
DOCK,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
DOOR,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
GAZEBO,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
HOUSE,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
PENCIL,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
ROCKING HORSE,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
RULER,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
SHELF,A248G7WMC2OS7F,A,6,0,0,0,0,0,0,0
SHIP,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
SLED,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
STAIRS,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
TABLE,A248G7WMC2OS7F,A,6,1,1,1,1,1,1,1
BICYCLE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
BOTTLE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
DREIDEL,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
GEAR,A24B5UF6RMHYGX,E,2,1,1,1,1,1,1,1
GYROSCOPE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
HURRICANE,A24B5UF6RMHYGX,E,2,1,1,1,1,1,1,1
ORB,A24B5UF6RMHYGX,E,2,1,1,1,1,1,1,1
PINWHEEL,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
PROPELLER,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
RECORD,A24B5UF6RMHYGX,E,2,1,1,1,1,1,1,1
ROTISSERIE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
ROULETTE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
SATELLITE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
SPHERE,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
SPIRAL,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
SPOOL,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
TOP,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
TORNADO,A24B5UF6RMHYGX,E,2,1,1,1,1,1,1,1
WINDMILL,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
YO-YO,A24B5UF6RMHYGX,E,2,0,0,0,0,0,0,0
BARN,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
BASEBALL BAT,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
BENCH,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
BOOMERANG,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
CABINET,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
CHAIR,A24B5UF6RMHYGX,E,6,1,1,1,1,1,1,1
CLOGS,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
DESK,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
DOCK,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
DOOR,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
GAZEBO,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
HOUSE,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
PENCIL,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
ROCKING HORSE,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
RULER,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
SHELF,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
SHIP,A24B5UF6RMHYGX,E,6,1,1,1,1,1,1,1
SLED,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
STAIRS,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
TABLE,A24B5UF6RMHYGX,E,6,0,0,0,0,0,0,0
BICYCLE,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
BOTTLE,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
DREIDEL,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
GEAR,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
GYROSCOPE,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
HURRICANE,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
ORB,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
PINWHEEL,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
PROPELLER,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
RECORD,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
ROTISSERIE,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
ROULETTE,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
SATELLITE,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
SPHERE,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
SPIRAL,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
SPOOL,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
TOP,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
TORNADO,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
WINDMILL,A256SILBF4K00K,E,2,1,1,1,1,1,1,1
YO-YO,A256SILBF4K00K,E,2,0,0,0,0,0,0,0
BARN,A256SILBF4K00K,E,6,0,0,0,0,0,0,0
BASEBALL BAT,A256SILBF4K00K,E,6,0,0,0,1,1,1,1
BENCH,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
BOOMERANG,A256SILBF4K00K,E,6,0,0,0,0,0,0,0
CABINET,A256SILBF4K00K,E,6,0,0,0,0,0,0,0
CHAIR,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
CLOGS,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
DESK,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
DOCK,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
DOOR,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
GAZEBO,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
HOUSE,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
PENCIL,A256SILBF4K00K,E,6,0,0,0,0,0,0,0
ROCKING HORSE,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
RULER,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
SHELF,A256SILBF4K00K,E,6,0,0,0,0,0,0,0
SHIP,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
SLED,A256SILBF4K00K,E,6,0,0,0,0,0,0,0
STAIRS,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
TABLE,A256SILBF4K00K,E,6,1,1,1,1,1,1,1
BICYCLE,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
BOTTLE,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
DREIDEL,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
GEAR,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
GYROSCOPE,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
HURRICANE,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
ORB,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
PINWHEEL,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
PROPELLER,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
RECORD,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
ROTISSERIE,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
ROULETTE,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
SATELLITE,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
SPHERE,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
SPIRAL,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
SPOOL,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
TOP,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
TORNADO,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
WINDMILL,A25Q8J2XTZNEKY,C,2,1,1,1,1,1,1,1
YO-YO,A25Q8J2XTZNEKY,C,2,0,0,0,0,0,0,0
BARN,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
BASEBALL BAT,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
BENCH,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
BOOMERANG,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
CABINET,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
CHAIR,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
CLOGS,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
DESK,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
DOCK,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
DOOR,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
GAZEBO,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
HOUSE,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
PENCIL,A25Q8J2XTZNEKY,C,6,1,0,0,0,0,0,0
ROCKING HORSE,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
RULER,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
SHELF,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
SHIP,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
SLED,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
STAIRS,A25Q8J2XTZNEKY,C,6,0,0,0,0,0,0,0
TABLE,A25Q8J2XTZNEKY,C,6,1,1,1,1,1,1,1
BRUSH,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
CANDLE,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
COMB,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
CURLING IRON,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
DEODORANT,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
FAUCET,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
HAIR DRYER,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
LOOFAH,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
LOTION,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
MAT,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
MEDICINE,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
MOUTHWASH,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
PLUNGER,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
SCALE,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
SHAMPOO,A25ZFH3PBOTIIW,D,2,1,1,1,1,1,1,1
SHAVER,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
SOAP,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
TILE,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
TWEEZERS,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
VANITY,A25ZFH3PBOTIIW,D,2,0,0,0,0,0,0,0
ALARM,A25ZFH3PBOTIIW,D,3,0,0,0,0,0,0,0
BARS,A25ZFH3PBOTIIW,D,3,1,1,1,1,1,1,1
