Key,Username,Version,List,list_type,Human,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
FOSSIL,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
GIN,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
GONG,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
JAR,A21KAF2UPPI,F,1,Unrel,1,1,1,1,1,1,1
JOKE,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
KISS,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
LANCE,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
MARSH,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
WINCH,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
WINNER,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A21KAF2UPPI,F,1,Unrel,0,0,0,0,0,0,0
WRAP,A21KAF2UPPI,F,1,Unrel,1,1,1,1,1,1,1
ANVIL,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
BLISTER,A21KAF2UPPI,F,6,Unrel,1,1,1,1,1,1,1
BOULDER,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
BROTH,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
CLASS,A21KAF2UPPI,F,6,Unrel,1,1,1,1,1,1,1
DAY,A21KAF2UPPI,F,6,Unrel,1,1,1,1,1,1,1
DOWEL,A21KAF2UPPI,F,6,Unrel,1,1,1,1,1,1,1
FOUL,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
IRON,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
JAZZ,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
KNOCK,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
LADDER,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
LASER,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
MASCOT,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
MAUVE,A21KAF2UPPI,F,6,Unrel,1,1,1,1,1,1,1
WINDSHIELD,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
WIZARD,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
ZONE,A21KAF2UPPI,F,6,Unrel,0,0,0,0,0,0,0
ACRE,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,1,1,1,1
BISHOP,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
CANDY,A21KLDYY9RZ2P,E,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,1,1,1,1
DEBT,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
DESERT,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
EPISODE,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
HARVEST,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,1,1,1,1
HELMET,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
HERMIT,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
INDEX,A21KLDYY9RZ2P,E,3,Unrel,1,1,1,1,1,1,1
JAM,A21KLDYY9RZ2P,E,3,Unrel,1,1,1,1,1,1,1
KEG,A21KLDYY9RZ2P,E,3,Unrel,1,1,1,1,1,1,1
LANTERN,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,1,1,1,1
MANUAL,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,1,1,1,1
METEOR,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A21KLDYY9RZ2P,E,3,Unrel,1,1,1,1,1,1,1
WAX,A21KLDYY9RZ2P,E,3,Unrel,1,1,1,1,1,1,1
WHALE,A21KLDYY9RZ2P,E,3,Unrel,0,0,0,1,1,1,1
ACORN,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
ANGEL,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
CANE,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
CANOE,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
CANON,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
CREST,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
DENTIST,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
FARM,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
FUNK,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
INFANT,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
KEROSENE,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
MATH,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
NUGGET,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
PINT,A21KLDYY9RZ2P,E,4,Unrel,1,1,1,1,1,1,1
QUICHE,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
SOLAR,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
VALVE,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
VAPOR,A21KLDYY9RZ2P,E,4,Unrel,0,0,0,0,0,0,0
ACRE,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
BISHOP,A21LYHAOO5,C,3,Unrel,1,1,1,1,1,1,1
CANDY,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
CANTEEN,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
DEBT,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
DESERT,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
EPISODE,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
HARVEST,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
HELMET,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
HERMIT,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
INDEX,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
JAM,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
KEG,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
LANTERN,A21LYHAOO5,C,3,Unrel,1,1,1,1,1,1,1
MANUAL,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
METEOR,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
WAX,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
WHALE,A21LYHAOO5,C,3,Unrel,0,0,0,0,0,0,0
ACORN,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
ANGEL,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
CANE,A21LYHAOO5,C,4,Unrel,1,1,1,1,1,1,1
CANOE,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
CANON,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
CREST,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
DENTIST,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
FARM,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
FUNK,A21LYHAOO5,C,4,Unrel,1,1,1,1,1,1,1
INFANT,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
KEROSENE,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
MATH,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
NUGGET,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
PINT,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
QUICHE,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
SOLAR,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
VALVE,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
VAPOR,A21LYHAOO5,C,4,Unrel,0,0,0,0,0,0,0
ACRE,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
BISHOP,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
CANDY,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
DEBT,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
DESERT,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
EPISODE,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
HARVEST,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
HELMET,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
HERMIT,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
INDEX,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
JAM,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
KEG,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
LANTERN,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
MANUAL,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
METEOR,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
WAX,A23S3TBFRILU5H,E,3,Unrel,1,1,1,1,1,1,1
WHALE,A23S3TBFRILU5H,E,3,Unrel,0,0,0,0,0,0,0
ACORN,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
ANGEL,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
CANE,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
CANOE,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
CANON,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
CREST,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
DENTIST,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
FARM,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
FUNK,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
INFANT,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
MATH,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
NUGGET,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
OUTLAW,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
PINT,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
QUICHE,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
SOLAR,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
VALVE,A23S3TBFRILU5H,E,4,Unrel,0,0,0,0,0,0,0
VAPOR,A23S3TBFRILU5H,E,4,Unrel,1,1,1,1,1,1,1
ACRE,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
BISHOP,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
CANDY,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
DEBT,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
DESERT,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
EPISODE,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
HARVEST,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
HELMET,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
HERMIT,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
INDEX,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
JAM,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
KEG,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
LANTERN,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
MANUAL,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
METEOR,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A248G7WMC2OS7F,A,3,Unrel,1,1,1,1,1,1,1
WAX,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
WHALE,A248G7WMC2OS7F,A,3,Unrel,0,0,0,0,0,0,0
ACORN,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
ANGEL,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
CANE,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
CANOE,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
CANON,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
CREST,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
DENTIST,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
FARM,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
FUNK,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
INFANT,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
KEROSENE,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
MATH,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
NUGGET,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
PINT,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
QUICHE,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
SOLAR,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
VALVE,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
VAPOR,A248G7WMC2OS7F,A,4,Unrel,0,0,0,0,0,0,0
ACRE,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
BISHOP,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
CANDY,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
CANTEEN,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
DEBT,A24B5UF6RMHYGX,E,3,Unrel,1,1,1,1,1,1,1
DESERT,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
EPISODE,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
HARVEST,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
HELMET,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
HERMIT,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
INDEX,A24B5UF6RMHYGX,E,3,Unrel,1,1,1,1,1,1,1
JAM,A24B5UF6RMHYGX,E,3,Unrel,1,1,1,1,1,1,1
KEG,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
LANTERN,A24B5UF6RMHYGX,E,3,Unrel,1,0,0,0,0,0,0
MANUAL,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
METEOR,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
WAX,A24B5UF6RMHYGX,E,3,Unrel,1,1,1,1,1,1,1
WHALE,A24B5UF6RMHYGX,E,3,Unrel,0,0,0,0,0,0,0
ACORN,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
ANGEL,A24B5UF6RMHYGX,E,4,Unrel,1,1,1,1,1,1,1
BLOSSOM,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
CANE,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
CANOE,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
CANON,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
CREST,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
DENTIST,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
FARM,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
FUNK,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
INFANT,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
KEROSENE,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
MATH,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
NUGGET,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
PINT,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
QUICHE,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
SOLAR,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
VALVE,A24B5UF6RMHYGX,E,4,Unrel,0,0,0,0,0,0,0
VAPOR,A24B5UF6RMHYGX,E,4,Unrel,1,1,1,1,1,1,1
ACRE,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
BISHOP,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
CANDY,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
DEBT,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
DESERT,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
EMPRESS,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
EPISODE,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
HARVEST,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
HELMET,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
HERMIT,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
INDEX,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
JAM,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
KEG,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
LANTERN,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
MANUAL,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
METEOR,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
WAX,A256SILBF4K00K,E,3,Unrel,0,0,0,0,0,0,0
WHALE,A256SILBF4K00K,E,3,Unrel,1,1,1,1,1,1,1
ACORN,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
ANGEL,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
CANE,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
CANOE,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
CANON,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
CREST,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
DENTIST,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
FARM,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
FUNK,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
INFANT,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
MATH,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
NUGGET,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
OUTLAW,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
PINT,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
QUICHE,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
SOLAR,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
VALVE,A256SILBF4K00K,E,4,Unrel,0,0,0,0,0,0,0
VAPOR,A256SILBF4K00K,E,4,Unrel,1,1,1,1,1,1,1
ACRE,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
BISHOP,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
CANDY,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
CANTEEN,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
DEBT,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
DESERT,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
EMPRESS,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
EPISODE,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
HARVEST,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
HELMET,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
HERMIT,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
INDEX,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
JAM,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
KEG,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
LANTERN,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
MANUAL,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
METEOR,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
ORPHAN,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
WAX,A25Q8J2XTZNEKY,C,3,Unrel,1,1,1,1,1,1,1
WHALE,A25Q8J2XTZNEKY,C,3,Unrel,0,0,0,0,0,0,0
ACORN,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
ANGEL,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
CANE,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
CANOE,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
CANON,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
CREST,A25Q8J2XTZNEKY,C,4,Unrel,1,1,1,1,1,1,1
DENTIST,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
FARM,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
FUNK,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
INFANT,A25Q8J2XTZNEKY,C,4,Unrel,1,1,1,1,1,1,1
KEROSENE,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
MATH,A25Q8J2XTZNEKY,C,4,Unrel,1,1,1,1,1,1,1
NUGGET,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A25Q8J2XTZNEKY,C,4,Unrel,1,1,1,1,1,1,1
PINT,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
QUICHE,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
SOLAR,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
VALVE,A25Q8J2XTZNEKY,C,4,Unrel,0,0,0,0,0,0,0
VAPOR,A25Q8J2XTZNEKY,C,4,Unrel,1,1,1,1,1,1,1
AVENUE,A25ZFH3PBOTIIW,D,1,Unrel,1,1,1,1,1,1,1
BLAZE,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
CANYON,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
CEREAL,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
DETOUR,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
DWARF,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
FLURRY,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
GIN,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
GONG,A25ZFH3PBOTIIW,D,1,Unrel,1,1,1,1,1,1,1
JAR,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
JOKE,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
KISS,A25ZFH3PBOTIIW,D,1,Unrel,1,1,1,1,1,1,1
LANCE,A25ZFH3PBOTIIW,D,1,Unrel,1,1,1,1,1,1,1
MARSH,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
WINCH,A25ZFH3PBOTIIW,D,1,Unrel,1,1,1,1,1,1,1
WINNER,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
WRAP,A25ZFH3PBOTIIW,D,1,Unrel,0,0,0,0,0,0,0
ANVIL,A25ZFH3PBOTIIW,D,6,Unrel,0,0,0,0,0,0,0
BLISTER,A25ZFH3PBOTIIW,D,6,Unrel,1,1,1,1,1,1,1
BOULDER,A25ZFH3PBOTIIW,D,6,Unrel,1,1,1,1,1,1,1
BROTH,A25ZFH3PBOTIIW,D,6,Unrel,0,0,0,0,0,0,0
CLASS,A25ZFH3PBOTIIW,D,6,Unrel,0,0,0,0,0,0,0
DAY,A25ZFH3PBOTIIW,D,6,Unrel,0,0,0,0,0,0,0
